path,status,width,height,size_kb,gray_std,gray_range,flag_small,flag_blank_like,flag_aspect
results_proposal_full_20260223_v2\experiments\missing_ablations\data_augmentation_ablation.png,ok,4151,1476,143.5,0.17001836595101708,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\missing_ablations\dropout_ablation.png,ok,4151,2946,1541.07,0.12207709997415485,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\missing_ablations\gradient_clipping_ablation.png,ok,4152,2945,767.24,0.1543505965150412,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\missing_ablations\label_smoothing_ablation.png,ok,4151,2945,1175.2,0.1562298371257948,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\missing_ablations\model_architecture_ablation.png,ok,4151,2946,993.38,0.15493155154215896,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\optimizer_comparison\comparison_heatmaps.png,ok,5907,1752,372.52,0.3320085870679969,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\saddle_escape\saddle_point_escape_comparison.png,ok,4166,3565,591.76,0.15671092803779285,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\scheduler_ablation\MNIST_scheduler_ablation.png,ok,1475,876,45.94,0.2962413320638938,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\visualizations\advanced_ablation_training_results.png,ok,7174,4719,2367.64,0.1104837041435727,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\visualizations\dynamics_overhead_training_results.png,ok,7170,4719,673.28,0.08570687605678744,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\visualizations\experiments_training_results.png,ok,2863,1773,235.73,0.11526274286774964,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\visualizations\highdim_training_results.png,ok,7170,4719,1151.77,0.05939792083833069,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\visualizations\init_ablation_training_results.png,ok,7190,4719,3770.39,0.13910716153381655,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\visualizations\lr_ablation_training_results.png,ok,7172,4719,1457.09,0.12185477019567932,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\visualizations\missing_ablations_training_results.png,ok,7127,4719,2709.56,0.13969410886602798,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\visualizations\resnet_training_results.png,ok,7167,4719,648.92,0.10206834521199255,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\visualizations\scheduler_ablation_training_results.png,ok,7170,4719,671.31,0.0596813851797869,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\visualizations\wd_ablation_training_results.png,ok,7167,4719,1014.44,0.12407109371656048,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\visualizations\static\robustness\robustness_convergence_profile.png,ok,2952,1752,174.63,0.10196930240810012,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\visualizations\static\robustness\robustness_convergence_rate.png,ok,2352,1452,126.94,0.18255275656318784,0.8888888880610466,False,False,False
results_proposal_full_20260223_v2\experiments\visualizations\static\robustness\robustness_convergence_rate_strict.png,ok,2352,1452,126.79,0.18211301700958304,0.8888888880610466,False,False,False
results_proposal_full_20260223_v2\experiments\visualizations\static\robustness\robustness_final_loss_by_optimizer.png,ok,2352,1452,122.48,0.15039195479824977,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\visualizations\static\robustness\robustness_grad_norm_convergence.png,ok,2952,1752,167.8,0.08939661783139717,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\visualizations\static\robustness\robustness_iterations_to_convergence.png,ok,2352,1452,120.18,0.13550289245829134,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\visualizations\static\robustness\robustness_loss_convergence.png,ok,2952,1752,368.22,0.1641668498078631,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\visualizations\static\robustness\robustness_start_point_sensitivity.png,ok,2952,1752,190.37,0.09340482341002466,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\init_ablation\visualizations\accuracy_comparison.png,ok,3552,1752,165.4,0.18032027242206963,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\init_ablation\visualizations\accuracy_distribution.png,ok,4152,1751,176.46,0.07080391324261773,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\init_ablation\visualizations\feature_heatmap.png,ok,2952,2352,174.38,0.20796066596907622,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\init_ablation\visualizations\summary_table.png,ok,3315,2033,156.64,0.1397109207680796,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\dynamics_overhead\dynamics_seed789\plots\Adam_dynamics.png,ok,4152,2946,421.79,0.169504054005059,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\dynamics_overhead\dynamics_seed789\plots\Adam_oscillations.png,ok,3552,2358,225.5,0.10258554059274112,0.9424836598336697,False,False,False
results_proposal_full_20260223_v2\experiments\dynamics_overhead\dynamics_seed456\plots\Adam_dynamics.png,ok,4152,2946,421.79,0.169504054005059,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\dynamics_overhead\dynamics_seed456\plots\Adam_oscillations.png,ok,3552,2358,225.5,0.10258554059274112,0.9424836598336697,False,False,False
results_proposal_full_20260223_v2\experiments\dynamics_overhead\dynamics_seed42\plots\Adam_dynamics.png,ok,4152,2946,421.79,0.169504054005059,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\dynamics_overhead\dynamics_seed42\plots\Adam_oscillations.png,ok,3552,2358,225.5,0.10258554059274112,0.9424836598336697,False,False,False
results_proposal_full_20260223_v2\experiments\dynamics_overhead\dynamics_seed2021\plots\Adam_dynamics.png,ok,4152,2946,421.79,0.169504054005059,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\dynamics_overhead\dynamics_seed2021\plots\Adam_oscillations.png,ok,3552,2358,225.5,0.10258554059274112,0.9424836598336697,False,False,False
results_proposal_full_20260223_v2\experiments\dynamics_overhead\dynamics_seed1819\plots\Adam_dynamics.png,ok,4152,2946,421.79,0.169504054005059,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\dynamics_overhead\dynamics_seed1819\plots\Adam_oscillations.png,ok,3552,2358,225.5,0.10258554059274112,0.9424836598336697,False,False,False
results_proposal_full_20260223_v2\experiments\dynamics_overhead\dynamics_seed1617\plots\Adam_dynamics.png,ok,4152,2946,421.79,0.169504054005059,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\dynamics_overhead\dynamics_seed1617\plots\Adam_oscillations.png,ok,3552,2358,225.5,0.10258554059274112,0.9424836598336697,False,False,False
results_proposal_full_20260223_v2\experiments\dynamics_overhead\dynamics_seed1415\plots\Adam_dynamics.png,ok,4152,2946,421.79,0.169504054005059,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\dynamics_overhead\dynamics_seed1415\plots\Adam_oscillations.png,ok,3552,2358,225.5,0.10258554059274112,0.9424836598336697,False,False,False
results_proposal_full_20260223_v2\experiments\dynamics_overhead\dynamics_seed123\plots\Adam_dynamics.png,ok,4152,2946,421.79,0.169504054005059,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\dynamics_overhead\dynamics_seed123\plots\Adam_oscillations.png,ok,3552,2358,225.5,0.10258554059274112,0.9424836598336697,False,False,False
results_proposal_full_20260223_v2\experiments\dynamics_overhead\dynamics_seed1213\plots\Adam_dynamics.png,ok,4152,2946,421.79,0.169504054005059,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\dynamics_overhead\dynamics_seed1213\plots\Adam_oscillations.png,ok,3552,2358,225.5,0.10258554059274112,0.9424836598336697,False,False,False
results_proposal_full_20260223_v2\experiments\dynamics_overhead\dynamics_seed1011\plots\Adam_dynamics.png,ok,4152,2946,421.79,0.169504054005059,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\dynamics_overhead\dynamics_seed1011\plots\Adam_oscillations.png,ok,3552,2358,225.5,0.10258554059274112,0.9424836598336697,False,False,False
results_proposal_full_20260223_v2\experiments\beta_sensitivity_2d\saddle_point\adam\adam_heatmaps.png,ok,2059,1780,156.94,0.3291571547168269,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\beta_sensitivity_2d\rosenbrock\momentum\momentum_metrics.png,ok,2681,1480,222.12,0.1419917759615164,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\beta_sensitivity_2d\rosenbrock\momentum\momentum_trajectories.png,ok,2684,1782,719.74,0.1304897815186017,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\advanced_ablation\visualizations\accuracy_comparison.png,ok,3564,1769,205.56,0.20166950478800966,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\advanced_ablation\visualizations\accuracy_distribution.png,ok,4164,1769,192.57,0.1750396727400571,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\advanced_ablation\visualizations\feature_heatmap.png,ok,2963,2360,199.5,0.2356355565596512,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\advanced_ablation\visualizations\summary_table.png,ok,3315,2036,225.13,0.16386262304203572,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\advanced_ablation\visualizations\training_time.png,ok,3564,1769,196.01,0.1567761225082815,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\ablation_comprehensive\weight_decay\visualizations\accuracy_comparison.png,ok,3552,1752,99.45,0.15093624394322186,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\ablation_comprehensive\weight_decay\visualizations\accuracy_distribution.png,ok,4152,1752,107.15,0.08808761897182474,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\ablation_comprehensive\weight_decay\visualizations\feature_heatmap.png,ok,2952,2352,87.43,0.1974799215903399,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\ablation_comprehensive\weight_decay\visualizations\summary_table.png,ok,3315,2033,96.74,0.12632582142707052,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\ablation_comprehensive\sam\visualizations\accuracy_comparison.png,ok,3552,1752,87.21,0.14863014591344723,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\ablation_comprehensive\sam\visualizations\accuracy_distribution.png,ok,4152,1751,97.2,0.06983457420459172,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\ablation_comprehensive\sam\visualizations\feature_heatmap.png,ok,2952,2352,79.74,0.1918961706221474,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\ablation_comprehensive\sam\visualizations\summary_table.png,ok,3315,2033,85.98,0.12266990024806096,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\ablation_comprehensive\momentum\visualizations\accuracy_comparison.png,ok,3552,1752,98.96,0.15636199024593903,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\ablation_comprehensive\momentum\visualizations\accuracy_distribution.png,ok,4152,1751,103.54,0.0667386247697207,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\ablation_comprehensive\momentum\visualizations\feature_heatmap.png,ok,2952,2352,92.47,0.21952314796045902,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\ablation_comprehensive\momentum\visualizations\summary_table.png,ok,3315,2033,94.17,0.12478212789854462,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\ablation_comprehensive\adaptive_lr\visualizations\accuracy_comparison.png,ok,3552,1752,104.4,0.1536309100518645,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\ablation_comprehensive\adaptive_lr\visualizations\accuracy_distribution.png,ok,4152,1752,105.66,0.0736892147411626,1.0,False,False,False
results_proposal_full_20260223_v2\experiments\ablation_comprehensive\adaptive_lr\visualizations\feature_heatmap.png,ok,2952,2352,83.06,0.19264248498668005,0.8509803861379623,False,False,False
results_proposal_full_20260223_v2\experiments\ablation_comprehensive\adaptive_lr\visualizations\summary_table.png,ok,3315,2033,94.21,0.1256671798668591,1.0,False,False,False
