function,optimizer,seed,initial_x,initial_y,final_loss,final_grad_norm,final_x,iterations,converged,converged_strict,converged_practical,path_length,mean_step_size,oscillation_rate,strict_convergence_threshold,practical_convergence_threshold,error,final_y,final_position,converged_iteration_strict,converged_iteration_practical,run_status
Rastrigin,SAM_SGD,2021,-4.635313034057617,-1.835179090499878,28.87872697456746,4.465898990631104,-4.978844165802002,1000,False,False,False,24.2132618871046,0.024237499386491092,0.9919839679358717,1e-06,0.001,,-2.0003974437713623,"[-4.978844165802002, -2.0003974437713623]",,,max_iters_or_stalled
Rastrigin,SGD,42,1.683827571005236,-0.20169828719513205,3.9798311905554016,3.224091051379219e-05,1.9899121522903442,1000,False,False,False,0.3677747948579275,0.00036814293779572325,0.0,1e-06,0.001,,-1.401298464324817e-45,"[1.9899121522903442, -1.401298464324817e-45]",,,max_iters_or_stalled
Rastrigin,SGD,123,-1.6620832681655884,-4.532254695892334,28.85355412514215,0.0001895507011795,-1.989912152290344,1000,False,False,False,0.6665482716151058,0.0006672154871022079,0.0,1e-06,0.001,,-4.974690914154053,"[-1.989912152290344, -4.974690914154053]",,,max_iters_or_stalled
Rastrigin,SGD,456,-1.2195428609848022,2.052361965179444,4.9747902476484,2.847906762326602e-05,-0.9949586987495422,1000,False,False,False,0.23327697260023095,0.00023351048308331427,0.0,1e-06,0.001,,1.9899122714996336,"[-0.9949586987495422, 1.9899122714996336]",,,max_iters_or_stalled
Rastrigin,SGD,789,3.2307403966547765,1.9337431868081305,12.934432432049483,8.140417776303366e-05,2.984855890274048,1000,False,False,False,0.2487654627872036,0.00024901447726446806,0.0,1e-06,0.001,,1.9899121522903442,"[2.984855890274048, 1.9899121522903442]",,,max_iters_or_stalled
Rastrigin,SGD,1011,-4.881311893463135,2.3358378410339355,28.85355412514112,0.0001873871515272,-4.974690914154053,1000,False,False,False,0.3598191618376779,0.0003601793411788568,0.0,1e-06,0.001,,1.9899122714996336,"[-4.974690914154053, 1.9899122714996336]",,,max_iters_or_stalled
Rastrigin,SGD,1213,2.952789545059204,3.4046976566314697,17.90920248299743,0.0001359878515359,2.9848554134368896,1000,False,False,False,0.4217890955987881,0.00042221130690569376,0.0,1e-06,0.001,,2.984855890274048,"[2.9848554134368896, 2.984855890274048]",,,max_iters_or_stalled
Rastrigin,SGD,1415,-0.5350040793418884,3.3251099586486816,9.949560298588043,7.821957842679694e-05,-0.9949585795402528,1000,False,False,False,0.6365758297796504,0.0006372130428224729,0.0,1e-06,0.001,,2.984855890274048,"[-0.9949585795402528, 2.984855890274048]",,,max_iters_or_stalled
Rastrigin,SGD,1617,-0.8446367383003235,-1.1307343244552612,1.9899181141879936,3.344019205542281e-05,-0.9949585795402528,1000,False,False,False,0.20258708747807508,0.0002027898773554305,0.0,1e-06,0.001,,-0.9949586987495422,"[-0.9949585795402528, -0.9949586987495422]",,,max_iters_or_stalled
Rastrigin,SGD,1819,2.8948171536461826,-4.5797784560242345,33.82832417609009,0.0002186218771385029,2.9848554134368896,1000,False,False,False,0.412590431358144,0.00041300343479293695,0.0,1e-06,0.001,,-4.974690914154053,"[2.9848554134368896, -4.974690914154053]",,,max_iters_or_stalled
Rastrigin,SGD,2021,-4.613735675811768,-1.7803459167480469,28.85355412514215,0.0001895507011795,-4.974690914154053,1000,False,False,False,0.4324013107086354,0.0004328341448534889,0.0,1e-06,0.001,,-1.989912152290344,"[-4.974690914154053, -1.989912152290344]",,,max_iters_or_stalled
Rosenbrock,Adam,42,1.64373629133578,0.6332706385123137,0.017310620106223445,5.682168006896973,0.9729480743408203,1000,False,False,False,8.44576129122682,0.008454215506733554,0.25551102204408815,1e-06,0.001,,0.9595038294792175,"[0.9729480743408203, 0.9595038294792175]",,141.0,max_iters_or_stalled
Rosenbrock,Adam,123,1.044111251831055,-1.627073884010315,0.0017593000906251,1.8681023120880127,0.9981910586357116,1000,False,False,False,8.002338249713887,0.008010348598312199,0.4118236472945892,1e-06,0.001,,0.992194890975952,"[0.9981910586357116, 0.992194890975952]",,182.0,max_iters_or_stalled
Rosenbrock,Adam,456,-0.2319605350494384,0.6359317898750305,0.1034509507905248,13.867734909057615,0.9586166739463806,1000,False,False,False,10.012202233885507,0.01002222445834385,0.23847695390781562,1e-06,0.001,,0.9508423805236816,"[0.9586166739463806, 0.9508423805236816]",,216.0,max_iters_or_stalled
Rosenbrock,Adam,789,-2.450419581208655,-0.715135870823238,0.007216011267210531,3.7890992164611816,0.9981461763381958,1000,False,False,False,8.86632035101928,0.008875195546565845,0.3687374749498998,1e-06,0.001,,0.9878031015396118,"[0.9981461763381958, 0.9878031015396118]",,265.0,max_iters_or_stalled
Rosenbrock,Adam,1011,-1.2452510595321655,1.429941177368164,0.0015156960967873,1.7294182777404783,0.9974777102470398,1000,False,False,False,7.602653668487632,0.007610263932420052,0.3867735470941884,1e-06,0.001,,0.9910767674446106,"[0.9974777102470398, 0.9910767674446106]",,210.0,max_iters_or_stalled
Rosenbrock,Adam,1213,0.3551607131958008,-1.2864248752593994,0.0049125225129638,3.0456693172454834,0.9887231588363647,1000,False,False,False,9.146422329354072,0.009155577907261334,0.2995991983967936,1e-06,0.001,,0.9706558585166932,"[0.9887231588363647, 0.9706558585166932]",,230.0,max_iters_or_stalled
Rosenbrock,Adam,1415,-1.0088133811950684,0.3083181381225586,0.0350265224173323,8.2285737991333,0.9804153442382812,1000,False,False,False,9.086833302819379,0.009095929232051431,0.3026052104208417,1e-06,0.001,,0.9798268675804138,"[0.9804153442382812, 0.9798268675804138]",,154.0,max_iters_or_stalled
Rosenbrock,Adam,1617,-0.0819526612758636,3.2473597526550293,0.0109975366090575,4.664790153503418,0.9928062558174132,1000,False,False,False,9.024644000433128,0.00903367767811124,0.3276553106212425,1e-06,0.001,,0.9961264729499816,"[0.9928062558174132, 0.9961264729499816]",,359.0,max_iters_or_stalled
Rosenbrock,Adam,1819,-2.668408970933381,0.9954312927793856,0.07466856381103455,12.224565505981445,1.0003647804260254,1000,False,False,False,10.600401955744552,0.010611012968713265,0.21342685370741482,1e-06,0.001,,0.9734041690826416,"[1.0003647804260254, 0.9734041690826416]",,763.0,max_iters_or_stalled
Rosenbrock,Adam,2021,1.5916869640350342,3.5982911586761475,9.60204720003267e-07,0.0019624158740043,1.0009799003601074,675,True,True,True,4.376619680858581,0.006493501010175936,0.0861812778603269,1e-06,0.001,,1.0019607543945312,"[1.0009799003601074, 1.0019607543945312]",674.0,550.0,converged_strict
Rosenbrock,SAM_SGD,42,1.64373629133578,0.6332706385123137,0.019091692461598003,4.012134552001953,0.9056316018104553,1000,False,False,False,11.406779627057333,0.011418197824882214,0.996993987975952,1e-06,0.001,,0.8100758790969849,"[0.9056316018104553, 0.8100758790969849]",,,max_iters_or_stalled
Rosenbrock,SAM_SGD,123,0.6380549669265747,-1.472103714942932,0.2341806726586967,0.9232326149940492,0.5182844400405884,1000,False,False,False,2.4860297892931547,0.0024885183076007555,0.11322645290581163,1e-06,0.001,,0.2640027105808258,"[0.5182844400405884, 0.2640027105808258]",,,max_iters_or_stalled
Rosenbrock,SAM_SGD,456,-0.2044343799352646,0.6185258030891418,0.3925794031968664,1.0021870136260986,0.3741497993469238,1000,False,False,False,1.364713066302997,0.0013660791454484455,0.0,1e-06,0.001,,0.1370032280683517,"[0.3741497993469238, 0.1370032280683517]",,,max_iters_or_stalled
Rosenbrock,SAM_SGD,789,-2.450419581208655,-0.715135870823238,0.34594967410475463,0.9063061475753784,0.4125261902809143,1000,False,False,False,2.6315157040007726,0.0026341498538546273,0.0,1e-06,0.001,,0.16730697453022003,"[0.4125261902809143, 0.16730697453022003]",,,max_iters_or_stalled
Rosenbrock,SAM_SGD,1011,-1.200007677078247,1.415303111076355,2.9638970242584226,2.292586088180542,-0.7177935242652893,1000,False,False,False,12.155621105098426,0.012167788893992419,1.0,1e-06,0.001,,0.5266653895378113,"[-0.7177935242652893, 0.5266653895378113]",,,max_iters_or_stalled
Rosenbrock,SAM_SGD,1213,0.2782163619995117,-1.18377685546875,0.2341633314565317,0.9232940673828124,0.5183027386665344,1000,False,False,False,2.0246838390246924,0.002026710549574267,0.1062124248496994,1e-06,0.001,,0.2640213668346405,"[0.5183027386665344, 0.2640213668346405]",,,max_iters_or_stalled
Rosenbrock,SAM_SGD,1415,-0.8607487082481384,0.3493114411830902,0.6687661387142544,1.5356426239013672,0.182617962360382,1000,False,False,False,1.2550554378177716,0.001256311749567339,0.006012024048096192,1e-06,0.001,,0.0307944361120462,"[0.182617962360382, 0.0307944361120462]",,,max_iters_or_stalled
Rosenbrock,SAM_SGD,1617,-0.0513106435537338,2.965721845626831,2.2601083999970277,2.120305299758911,-0.5014714598655701,1000,False,False,False,8.880113961635503,0.008889002964600103,0.7144288577154309,1e-06,0.001,,0.259018063545227,"[-0.5014714598655701, 0.259018063545227]",,,max_iters_or_stalled
Rosenbrock,SAM_SGD,1819,-2.668408970933381,0.9954312927793856,2.8333268111911925,2.009277820587158,-0.6817158460617065,1000,False,False,False,12.058741141575503,0.012070811953529033,0.996993987975952,1e-06,0.001,,0.47191885113716125,"[-0.6817158460617065, 0.47191885113716125]",,,max_iters_or_stalled
Rosenbrock,SAM_SGD,2021,1.9480082988739011,3.514695167541504,1.4211163583396504,67.91572570800781,1.60523521900177,1000,False,False,False,78.6424765498521,0.07872119774759971,1.0,1e-06,0.001,,2.6794838905334477,"[1.60523521900177, 2.6794838905334477]",,,max_iters_or_stalled
Rosenbrock,SGD,42,1.64373629133578,0.6332706385123137,0.0015335406683583584,0.036122992634773254,0.9608723521232605,1000,False,False,False,0.7621585951899679,0.0007629215167066746,0.0,1e-06,0.001,,0.9231154322624207,"[0.9608723521232605, 0.9231154322624207]",,,max_iters_or_stalled
Rosenbrock,SGD,123,1.0923810005187988,-1.6762832403182983,72.5794110431576,181.50083923339844,0.1950918287038803,1000,False,False,False,1.2825863937053152,0.0012838702639692845,0.0,1e-06,0.001,,-0.8100637793540955,"[0.1950918287038803, -0.8100637793540955]",,,max_iters_or_stalled
Rosenbrock,SGD,456,-0.1821808815002441,0.6852946281433105,2.285952474744438,11.871599197387695,-0.4210200011730194,1000,False,False,False,0.5168342824728831,0.0005173516341069901,0.0,1e-06,0.001,,0.2288964539766311,"[-0.4210200011730194, 0.2288964539766311]",,,max_iters_or_stalled
Rosenbrock,SGD,789,-2.450419581208655,-0.715135870823238,140.38436085707565,509.1445007324219,-0.959370493888855,1000,False,False,False,1.5646838403025796,0.0015662500903929726,0.0,1e-06,0.001,,-0.24813394248485565,"[-0.959370493888855, -0.24813394248485565]",,,max_iters_or_stalled
Rosenbrock,SGD,1011,-1.293567419052124,1.3805723190307615,2.763301507818878,2.0045223236083984,-0.6603953838348389,1000,False,False,False,1.222030616217396,0.0012232538700874835,0.0,1e-06,0.001,,0.4441149830818176,"[-0.6603953838348389, 0.4441149830818176]",,,max_iters_or_stalled
Rosenbrock,SGD,1213,0.4043279588222503,-1.3353921175003052,30.970569581011983,111.13436126708984,0.0867033377289772,1000,False,False,False,0.8654000847504489,0.0008662663511015505,0.0,1e-06,0.001,,-0.5414493680000305,"[0.0867033377289772, -0.5414493680000305]",,,max_iters_or_stalled
Rosenbrock,SGD,1415,-1.057875156402588,0.2587562203407287,2.152203582244293,2.145425796508789,-0.4652065634727478,1000,False,False,False,0.7529336640751914,0.000753687351426618,0.0,1e-06,0.001,,0.223747432231903,"[-0.4652065634727478, 0.223747432231903]",,,max_iters_or_stalled
Rosenbrock,SGD,1617,-0.0321427099406719,3.2942328453063965,26.51287158570164,212.43495178222656,-1.025707483291626,1000,False,False,False,2.158432994164388,0.00216059358775214,0.0,1e-06,0.001,,1.5254613161087036,"[-1.025707483291626, 1.5254613161087036]",,,max_iters_or_stalled
Rosenbrock,SGD,1819,-2.668408970933381,0.9954312927793856,4.023065193494733,1.7866249084472656,-1.0041637420654297,1000,False,False,False,1.9601196360221134,0.0019620817177398533,0.0,1e-06,0.001,,1.0163403749465942,"[-1.0041637420654297, 1.0163403749465942]",,,max_iters_or_stalled
Rosenbrock,SGD,2021,1.5452656745910645,3.647128820419312,0.6624048815590438,5.103733062744141,1.809055209159851,1000,False,False,False,3.6792465390448186,0.003682929468513332,0.9048096192384769,1e-06,0.001,,3.281532049179077,"[1.809055209159851, 3.281532049179077]",,,max_iters_or_stalled
