path,status,width,height,size_kb,gray_std,gray_range,flag_small,flag_blank_like,flag_aspect
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\visualizations\accuracy_comparison.png,ok,3564,1769,205.56,0.20166950478800966,1.0,False,False,False
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\visualizations\accuracy_distribution.png,ok,4164,1769,192.57,0.1750396727400571,1.0,False,False,False
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\visualizations\feature_heatmap.png,ok,2963,2360,199.5,0.2356355565596512,1.0,False,False,False
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\visualizations\summary_table.png,ok,3315,2036,225.13,0.16386262304203572,1.0,False,False,False
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\visualizations\training_time.png,ok,3564,1769,196.01,0.1567761225082815,1.0,False,False,False
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation_comprehensive\weight_decay\visualizations\accuracy_comparison.png,ok,3552,1752,99.45,0.15093624394322186,1.0,False,False,False
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation_comprehensive\weight_decay\visualizations\accuracy_distribution.png,ok,4152,1752,107.15,0.08808761897182474,1.0,False,False,False
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation_comprehensive\weight_decay\visualizations\feature_heatmap.png,ok,2952,2352,87.43,0.1974799215903399,0.8509803861379623,False,False,False
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation_comprehensive\weight_decay\visualizations\summary_table.png,ok,3315,2033,96.74,0.12632582142707052,1.0,False,False,False
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation_comprehensive\sam\visualizations\accuracy_comparison.png,ok,3552,1752,87.21,0.14863014591344723,1.0,False,False,False
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation_comprehensive\sam\visualizations\accuracy_distribution.png,ok,4152,1751,97.2,0.06983457420459172,1.0,False,False,False
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation_comprehensive\sam\visualizations\feature_heatmap.png,ok,2952,2352,79.74,0.1918961706221474,0.8509803861379623,False,False,False
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation_comprehensive\sam\visualizations\summary_table.png,ok,3315,2033,85.98,0.12266990024806096,1.0,False,False,False
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation_comprehensive\momentum\visualizations\accuracy_comparison.png,ok,3552,1752,98.96,0.15636199024593903,1.0,False,False,False
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation_comprehensive\momentum\visualizations\accuracy_distribution.png,ok,4152,1751,103.54,0.0667386247697207,1.0,False,False,False
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation_comprehensive\momentum\visualizations\feature_heatmap.png,ok,2952,2352,92.47,0.21952314796045902,0.8509803861379623,False,False,False
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation_comprehensive\momentum\visualizations\summary_table.png,ok,3315,2033,94.17,0.12478212789854462,1.0,False,False,False
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation_comprehensive\adaptive_lr\visualizations\accuracy_comparison.png,ok,3552,1752,104.4,0.1536309100518645,1.0,False,False,False
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation_comprehensive\adaptive_lr\visualizations\accuracy_distribution.png,ok,4152,1752,105.66,0.0736892147411626,1.0,False,False,False
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation_comprehensive\adaptive_lr\visualizations\feature_heatmap.png,ok,2952,2352,83.06,0.19264248498668005,0.8509803861379623,False,False,False
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation_comprehensive\adaptive_lr\visualizations\summary_table.png,ok,3315,2033,94.21,0.1256671798668591,1.0,False,False,False
