file,rows,cols,nan_cells,optimizer
results_proposal_full_20260223_v2/experiments/ablation/Ablation_2D_Rosenbrock_SAM_SGD_seed789.csv,1000,5,0,Unknown
results_proposal_full_20260223_v2/experiments/ablation/Ablation_2D_Rosenbrock_SGD_Momentum_seed1011.csv,1000,5,0,Unknown
results_proposal_full_20260223_v2/experiments/ablation/Ablation_2D_Rosenbrock_SGD_Momentum_seed1213.csv,1000,5,0,Unknown
results_proposal_full_20260223_v2/experiments/ablation/Ablation_2D_Rosenbrock_SGD_Momentum_seed123.csv,1000,5,0,Unknown
results_proposal_full_20260223_v2/experiments/ablation/Ablation_2D_Rosenbrock_SGD_Momentum_seed1415.csv,1000,5,0,Unknown
results_proposal_full_20260223_v2/experiments/ablation/Ablation_2D_Rosenbrock_SGD_Momentum_seed1617.csv,1000,5,0,Unknown
results_proposal_full_20260223_v2/experiments/ablation/Ablation_2D_Rosenbrock_SGD_Momentum_seed1819.csv,776,5,0,Unknown
results_proposal_full_20260223_v2/experiments/ablation/Ablation_2D_Rosenbrock_SGD_Momentum_seed2021.csv,1000,5,0,Unknown
results_proposal_full_20260223_v2/experiments/ablation/Ablation_2D_Rosenbrock_SGD_Momentum_seed42.csv,1000,5,0,Unknown
results_proposal_full_20260223_v2/experiments/ablation/Ablation_2D_Rosenbrock_SGD_Momentum_seed456.csv,1000,5,0,Unknown
results_proposal_full_20260223_v2/experiments/ablation/Ablation_2D_Rosenbrock_SGD_Momentum_seed789.csv,1000,5,0,Unknown
results_proposal_full_20260223_v2/experiments/ablation/Ablation_2D_Rosenbrock_SGD_seed1011.csv,1000,5,0,Unknown
results_proposal_full_20260223_v2/experiments/ablation/Ablation_2D_Rosenbrock_SGD_seed1213.csv,1000,5,0,Unknown
results_proposal_full_20260223_v2/experiments/ablation/Ablation_2D_Rosenbrock_SGD_seed123.csv,1000,5,0,Unknown
results_proposal_full_20260223_v2/experiments/ablation/Ablation_2D_Rosenbrock_SGD_seed1415.csv,1000,5,0,Unknown
results_proposal_full_20260223_v2/experiments/ablation/Ablation_2D_Rosenbrock_SGD_seed1617.csv,1000,5,0,Unknown
results_proposal_full_20260223_v2/experiments/ablation/Ablation_2D_Rosenbrock_SGD_seed1819.csv,1000,5,0,Unknown
results_proposal_full_20260223_v2/experiments/ablation/Ablation_2D_Rosenbrock_SGD_seed2021.csv,1000,5,0,Unknown
results_proposal_full_20260223_v2/experiments/ablation/Ablation_2D_Rosenbrock_SGD_seed42.csv,1000,5,0,Unknown
results_proposal_full_20260223_v2/experiments/ablation/Ablation_2D_Rosenbrock_SGD_seed456.csv,1000,5,0,Unknown
results_proposal_full_20260223_v2/experiments/ablation/Ablation_2D_Rosenbrock_SGD_seed789.csv,1000,5,0,Unknown
results_proposal_full_20260223_v2/experiments/ablation/ablation_results.csv,50,15,50,Unknown
results_proposal_full_20260223_v2/experiments/adam_adamw_comparison/adam_l2_vs_adamw_comparison.csv,160,9,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/ablation_summary.csv,8,14,21,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_All_Combined_seed1011.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_All_Combined_seed1213.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_All_Combined_seed123.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_All_Combined_seed1415.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_All_Combined_seed1617.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_All_Combined_seed1819.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_All_Combined_seed2021.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_All_Combined_seed42.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_All_Combined_seed456.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_All_Combined_seed789.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_EMA_seed1011.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_EMA_seed1213.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_EMA_seed123.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_EMA_seed1415.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_EMA_seed1617.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_EMA_seed1819.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_EMA_seed2021.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_EMA_seed42.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_EMA_seed456.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_EMA_seed789.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_LabelSmoothing_seed1011.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_LabelSmoothing_seed1213.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_LabelSmoothing_seed123.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_LabelSmoothing_seed1415.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_LabelSmoothing_seed1617.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_LabelSmoothing_seed1819.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_LabelSmoothing_seed2021.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_LabelSmoothing_seed42.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_LabelSmoothing_seed456.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_LabelSmoothing_seed789.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_only_seed1011.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_only_seed1213.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_only_seed123.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_only_seed1415.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_only_seed1617.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_only_seed1819.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_only_seed2021.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_only_seed42.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_only_seed456.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_AMP_only_seed789.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_Baseline_seed1011.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_Baseline_seed1213.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_Baseline_seed123.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_Baseline_seed1415.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_Baseline_seed1617.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_Baseline_seed1819.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_Baseline_seed2021.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_Baseline_seed42.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_Baseline_seed456.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_Baseline_seed789.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_EMA_only_seed1011.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_EMA_only_seed1213.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_EMA_only_seed123.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_EMA_only_seed1415.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_EMA_only_seed1617.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_EMA_only_seed1819.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_EMA_only_seed2021.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_EMA_only_seed42.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_EMA_only_seed456.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_EMA_only_seed789.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_LabelSmoothing_EMA_seed1011.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_LabelSmoothing_EMA_seed1213.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_LabelSmoothing_EMA_seed123.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_LabelSmoothing_EMA_seed1415.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_LabelSmoothing_EMA_seed1617.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_LabelSmoothing_EMA_seed1819.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_LabelSmoothing_EMA_seed2021.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_LabelSmoothing_EMA_seed42.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_LabelSmoothing_EMA_seed456.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_LabelSmoothing_EMA_seed789.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_LabelSmoothing_only_seed1011.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_LabelSmoothing_only_seed1213.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_LabelSmoothing_only_seed123.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_LabelSmoothing_only_seed1415.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_LabelSmoothing_only_seed1617.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_LabelSmoothing_only_seed1819.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_LabelSmoothing_only_seed2021.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_LabelSmoothing_only_seed42.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_LabelSmoothing_only_seed456.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/advanced_ablation/AdvAblation_LabelSmoothing_only_seed789.csv,10,6,0,Unknown
results_proposal_full_20260223_v2/experiments/convergence_validation/Adam_trajectory.csv,1067,3,0,Unknown
results_proposal_full_20260223_v2/experiments/convergence_validation/convergence_rate_summary.csv,5,7,5,Unknown
results_proposal_full_20260223_v2/experiments/convergence_validation/RMSProp_trajectory.csv,2000,3,0,Unknown
results_proposal_full_20260223_v2/experiments/convergence_validation/SGD_Momentum_0.5_trajectory.csv,929,3,0,Unknown
results_proposal_full_20260223_v2/experiments/convergence_validation/SGD_Momentum_0.9_trajectory.csv,393,3,0,Unknown
results_proposal_full_20260223_v2/experiments/convergence_validation/SGD_trajectory.csv,1903,3,0,Unknown
results_proposal_full_20260223_v2/experiments/hyperparameter_heatmaps/adam_beta_heatmap_data.csv,225,4,0,Unknown
results_proposal_full_20260223_v2/experiments/hyperparameter_heatmaps/momentum_beta_heatmap_data.csv,300,4,0,Unknown
results_proposal_full_20260223_v2/experiments/hyperparam_sensitivity/adam_beta_sweep_rosenbrock.csv,64,8,0,Unknown
results_proposal_full_20260223_v2/experiments/hyperparam_sensitivity/hyperparam_sensitivity_results.csv,76,13,153,Unknown
results_proposal_full_20260223_v2/experiments/hyperparam_sensitivity/momentum_beta_sweep_ackley.csv,6,8,0,Unknown
results_proposal_full_20260223_v2/experiments/hyperparam_sensitivity/momentum_beta_sweep_rosenbrock.csv,6,8,1,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_AdamW_seed1011.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_AdamW_seed1213.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_AdamW_seed123.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_AdamW_seed1415.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_AdamW_seed1617.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_AdamW_seed1819.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_AdamW_seed42.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_AdamW_seed456.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_AdamW_seed789.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_Adam_seed1011.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_Adam_seed1213.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_Adam_seed123.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_Adam_seed1415.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_Adam_seed1617.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_Adam_seed1819.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_Adam_seed2021.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_Adam_seed42.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_Adam_seed456.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_Adam_seed789.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_SGD_Momentum_seed1011.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_SGD_Momentum_seed1213.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_SGD_Momentum_seed123.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_SGD_Momentum_seed1415.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_SGD_Momentum_seed1617.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_SGD_Momentum_seed1819.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_SGD_Momentum_seed2021.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_SGD_Momentum_seed42.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_SGD_Momentum_seed456.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_SGD_Momentum_seed789.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_SGD_seed1011.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_SGD_seed1213.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_SGD_seed123.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_SGD_seed1415.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_SGD_seed1617.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_SGD_seed1819.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_SGD_seed2021.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_SGD_seed42.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_SGD_seed456.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/init_ablation/InitAblation_uniform_small_SGD_seed789.csv,10,5,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/robustness_results.csv,500,11,900,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start0_seed1011.csv,328,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start0_seed1213.csv,328,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start0_seed123.csv,328,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start0_seed1415.csv,328,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start0_seed1617.csv,328,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start0_seed1819.csv,328,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start0_seed2021.csv,328,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start0_seed42.csv,328,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start0_seed456.csv,328,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start0_seed789.csv,328,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start1_seed1011.csv,238,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start1_seed1213.csv,238,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start1_seed123.csv,238,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start1_seed1415.csv,238,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start1_seed1617.csv,238,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start1_seed1819.csv,238,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start1_seed2021.csv,238,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start1_seed42.csv,238,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start1_seed456.csv,238,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start1_seed789.csv,238,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start2_seed1011.csv,4001,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start2_seed1213.csv,4001,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start2_seed123.csv,4001,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start2_seed1415.csv,4001,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start2_seed1617.csv,4001,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start2_seed1819.csv,4001,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start2_seed2021.csv,4001,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start2_seed42.csv,4001,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start2_seed456.csv,4001,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start2_seed789.csv,4001,3,0,Unknown
results_proposal_full_20260223_v2/experiments/robustness/Robustness_Rosenbrock_Adam_start3_seed1011.csv,449,3,0,Unknown
