basename,path,hash,bytes
2d_rosenbrock_trajectory_overlay.png,results_proposal_full_20260223_v2/visualizations/static/2d_optimization/2d_rosenbrock_trajectory_overlay.png,28c5b64acae04531a14a78455de4b1d1,358743
2d_rosenbrock_trajectory_overlay.png,results_proposal_full_20260223/visualizations/static/2d_optimization/2d_rosenbrock_trajectory_overlay.png,995aea0b58774a6a327a15c99eeea8d7,119023
2d_rosenbrock_trajectory_overlay.png,results_smoke_terminal_check/visualizations/static/2d_optimization/2d_rosenbrock_trajectory_overlay.png,a3b4d8d517d81fc10a523dcb67bcaeb6,224045
2d_training_results.png,results_proposal_full_20260223/visualizations/2d_training_results.png,1e09cfa81916b2fe6cee5b16d847383d,348084
2d_training_results.png,results/visualizations/2d_training_results.png,21940293e68be838b225913dfd6b4a3c,267747
2d_training_results.png,results_smoke_terminal_check/visualizations/2d_training_results.png,2e87061c21290da5b22da4e5795cdb75,456132
2d_training_results.png,results_proposal_full_20260223_v2/visualizations/2d_training_results.png,9bb64fd3a105437be6d6ad1819750f50,975224
ablation_convergence_rate.png,results_proposal_full_20260223/visualizations/static/ablation/ablation_convergence_rate.png,22150e099e696148605917d29cbcfdb2,122522
ablation_convergence_rate.png,results_proposal_full_20260223_v2/visualizations/static/ablation/ablation_convergence_rate.png,af5ffdca80d6f4455385d1a49cbf7fad,139335
ablation_final_loss_by_optimizer.png,results_proposal_full_20260223_v2/visualizations/static/ablation/ablation_final_loss_by_optimizer.png,0c45f2a89ba327c41950166af9ecbedf,117098
ablation_final_loss_by_optimizer.png,results_proposal_full_20260223/visualizations/static/ablation/ablation_final_loss_by_optimizer.png,74c70af27e76b4b234600ab5646d6425,119921
ablation_iterations_by_optimizer.png,results_proposal_full_20260223/visualizations/static/ablation/ablation_iterations_by_optimizer.png,77b7c49affb2b9512187c547181d5891,110974
ablation_iterations_by_optimizer.png,results_proposal_full_20260223_v2/visualizations/static/ablation/ablation_iterations_by_optimizer.png,e33650266e8665aff3773ee91127745f,111539
ablation_loss_convergence.png,results_proposal_full_20260223/visualizations/static/ablation/ablation_loss_convergence.png,14967142f97df626123a9da7558305ef,195660
ablation_loss_convergence.png,results_proposal_full_20260223_v2/visualizations/static/ablation/ablation_loss_convergence.png,7e8b2639e56c9bbe256137548bafa69d,431568
convergence_rate_comparison.png,results_smoke_terminal_check/convergence_validation/convergence_rate_comparison.png,bf0be28ecc81e835d7be8976acc115f2,204494
convergence_rate_comparison.png,results_proposal_full_20260223_v2/experiments/convergence_validation/convergence_rate_comparison.png,ca8fd2fe603ad41c406eae47fb19cc37,207610
mnist_training_results.png,results/visualizations/mnist_training_results.png,2e0ba1df36a4c6041ac7bf1017a1c3e8,316015
mnist_training_results.png,results_proposal_full_20260223_v2/visualizations/mnist_training_results.png,4ab728eb882c884a281610f4faec4e3e,495938
mnist_training_results.png,results_proposal_full_20260223/visualizations/mnist_training_results.png,ab3a1c7a810449044be78860df409df0,624002
other_training_results.png,results_proposal_full_20260223_v2/visualizations/other_training_results.png,0816f99ff5e41b2fdff2739668ce03e4,419121
other_training_results.png,results_smoke_terminal_check/visualizations/other_training_results.png,08a2fb917e8cbf0612c66cd11991cc8a,347915
other_training_results.png,results_proposal_full_20260223/visualizations/other_training_results.png,c9c5901713459531eabc39f19cda9dd0,314592
robustness_convergence_rate.png,results/visualizations/static/robustness/robustness_convergence_rate.png,1f3af69c04b0cf726b5f8863c8ebcc55,128487
robustness_convergence_rate.png,results_proposal_full_20260223/visualizations/static/robustness/robustness_convergence_rate.png,da6dc4b302bc68f5982b7b780c084bf3,122163
robustness_convergence_rate.png,results_proposal_full_20260223_v2/visualizations/static/robustness/robustness_convergence_rate.png,db84f1dfc79fea33b9d56778f9949200,124875
robustness_final_loss_by_optimizer.png,results_proposal_full_20260223/visualizations/static/robustness/robustness_final_loss_by_optimizer.png,5de4b87f16b8ab166aedd407e48c08d8,125387
robustness_final_loss_by_optimizer.png,results_proposal_full_20260223_v2/visualizations/static/robustness/robustness_final_loss_by_optimizer.png,67d4c4186cfc344d769e93fc080fbbb3,114083
robustness_final_loss_by_optimizer.png,results/visualizations/static/robustness/robustness_final_loss_by_optimizer.png,83ce06577b391fbe30cc481d13ba7103,127391
robustness_grad_norm_convergence.png,results_proposal_full_20260223_v2/visualizations/static/robustness/robustness_grad_norm_convergence.png,3b2c42e5702b3139ce300e209603da14,244651
robustness_grad_norm_convergence.png,results_proposal_full_20260223/visualizations/static/robustness/robustness_grad_norm_convergence.png,55affe3d9bffe6ad3019d88d2e464cbe,175040
robustness_iterations_to_convergence.png,results_proposal_full_20260223/visualizations/static/robustness/robustness_iterations_to_convergence.png,40166beba50ff26aed40b309226bf999,123123
robustness_iterations_to_convergence.png,results/visualizations/static/robustness/robustness_iterations_to_convergence.png,c772a3ca86075da6939bde3286471b4d,140509
robustness_iterations_to_convergence.png,results_proposal_full_20260223_v2/visualizations/static/robustness/robustness_iterations_to_convergence.png,ee441eaa933fd2e41ab69ea0b14aa295,134340
robustness_loss_convergence.png,results_proposal_full_20260223_v2/visualizations/static/robustness/robustness_loss_convergence.png,56b38006ff40115c8cd87ca9d7617352,315964
robustness_loss_convergence.png,results_proposal_full_20260223/visualizations/static/robustness/robustness_loss_convergence.png,a8aabe14f06e47cd47611c43e1c2ccbd,328766
robustness_start_point_sensitivity.png,results_proposal_full_20260223/visualizations/static/robustness/robustness_start_point_sensitivity.png,c79127a295e9966469cc5e5c30576b63,195040
robustness_start_point_sensitivity.png,results_proposal_full_20260223_v2/visualizations/static/robustness/robustness_start_point_sensitivity.png,f22e921f2824be303be25a964dad7063,355341
saddle_point_escape_comparison.png,results_proposal_full_20260223_v2/experiments/saddle_escape/saddle_point_escape_comparison.png,250b535f6b6f3d572ab64370dd4259f8,574037
saddle_point_escape_comparison.png,results_smoke_terminal_check/saddle_escape/saddle_point_escape_comparison.png,fbb5bcb787c3b411168e3d2368f5754b,754723
sam_all_metrics.png,results_proposal_full_20260223_v2/visualizations/static/sam_sensitivity/sam_all_metrics.png,6cfe0d70ec1e2c0ad841f629dad8082b,306742
sam_all_metrics.png,results_proposal_full_20260223/visualizations/static/sam_sensitivity/sam_all_metrics.png,ba32a3d432e76dc1fa5c50afffddde32,271759
sam_rho_sweep.png,results_proposal_full_20260223/visualizations/static/sam_sensitivity/sam_rho_sweep.png,758b8519099971d7734b9b20e2e8bcc5,123781
sam_rho_sweep.png,results_proposal_full_20260223_v2/visualizations/static/sam_sensitivity/sam_rho_sweep.png,87beed5f6998e97dc06167f2bc9e0e15,126198
sam_rho_sweep.png,results/visualizations/static/sam_sensitivity/sam_rho_sweep.png,8922ad3ff46a2aa1a8a575e503ecf2a7,111102
sam_test_accuracy_by_epoch.png,results_proposal_full_20260223_v2/visualizations/static/sam_sensitivity/sam_test_accuracy_by_epoch.png,794c2f15bb54db7c16da30bb0dbc4796,328456
sam_test_accuracy_by_epoch.png,results_proposal_full_20260223/visualizations/static/sam_sensitivity/sam_test_accuracy_by_epoch.png,add341b42e36d02f403f23a184a31752,380938
sam_train_loss_by_epoch.png,results_proposal_full_20260223/visualizations/static/sam_sensitivity/sam_train_loss_by_epoch.png,6b1d09e3440409c5b67095e275308f8c,288921
sam_train_loss_by_epoch.png,results_proposal_full_20260223_v2/visualizations/static/sam_sensitivity/sam_train_loss_by_epoch.png,99410d26367551451bc7add8c37fabad,174003
