dataset,model,optimizer,seed,final_test_acc,final_loss,run_signature,completed
2D,Rosenbrock,SAM_SGD,789,,0.38977677,5c965eea9503ca6617e55b734c182bd6685d9167013e9f2d4e9ddd16a973f536,True
2D,Rosenbrock,SAM_SGD,1011,,0.38977677,14bc381be7536f2265bba158f809eaf1cca13b3baf1d5ce969609be633475867,True
2D,Rosenbrock,SAM_SGD,1213,,0.38977677,763de99250e31357402ac9024fc6247f5c0063fdb8d3b991c5b8ea2c237aa235,True
2D,Rosenbrock,SAM_SGD,1415,,0.38977677,37e39cdd58f1ae573129246e5d5f2dd84c0588783aef74905a2b5da06b6c6028,True
2D,Rosenbrock,SAM_SGD,1617,,0.38977677,e46d9922a90b91ca0e17b86f585db84667df1ab78dd1246184223d9b3eadbc6b,True
2D,Rosenbrock,SAM_SGD,1819,,0.38977677,f87426a77bc8e71c7e7b53d4475f09689ca5dfeb45ce45473c94ae15f92cab71,True
2D,Rosenbrock,SAM_SGD,2021,,0.38977677,125f3a81e8b0c4f5133cb2625cd9439e6e1fd3c8ebb5b20cbc29f4f921efdc36,True
2D,Rastrigin,SGD,42,,7.9596634,c337984584c5f2a93e803880a505c140d7ece804b3cf1479f0af32a78e2f7081,True
2D,Rastrigin,SGD,123,,7.9596634,2477142fa4bf6b92fc50069383c8ee473b8cc797e3f8e85f63414c1a6c148b9e,True
2D,Rastrigin,SGD,456,,7.9596634,1f3c7961cac45dc1fb7eecc63d64f204460d1c665f13829e30ae232687a963bb,True
2D,Rastrigin,SGD,789,,7.9596634,53809f14e2fda5aa42d367102f9c541c3cd59c24771f3b7c537e0c7816c7dea9,True
2D,Rastrigin,SGD,1011,,7.9596634,7e2310fdc530b55600a85e8a6a952636dccc24a2f5f5879912dfeeaa61eec8e0,True
2D,Rastrigin,SGD,1213,,7.9596634,b0535b2726151f790fc0644baa8e517e9d8dacfaf890dcc04eb6a58d4549b46c,True
2D,Rastrigin,SGD,1415,,7.9596634,5d4b55c750709bc32da116eadc986d93ece6074ee08d64af0779cb25d6ff5d68,True
2D,Rastrigin,SGD,1617,,7.9596634,c22515a92aa37360c003b431b732ce3ed1675ebcb7c25fbbcd959b9ff4c24f83,True
2D,Rastrigin,SGD,1819,,7.9596634,75fad28beaa612e4823e163b3df1ea916c7815bd34aba7fc3e3e80d702212557,True
2D,Rastrigin,SGD,2021,,7.9596634,27748e6c23531d64dd6948a83e352e019b3dff64dc3d486e8a2a357ecd2ac088,True
2D,Rastrigin,Adam,42,,7.9596615,e67c0791414c0e9e92181a2e6b5ca8a252df5856089d6aca2d068c27af814e47,True
2D,Rastrigin,Adam,123,,7.9596615,1ff44427b7077f30366bef8639ab4780f41b5866f1e51a02e7a3542f24ebca12,True
2D,Rastrigin,Adam,456,,7.9596615,52a43d2e21a752831abbb67811fa5a7e26419e1028e43b9f419448c2350f81c1,True
2D,Rastrigin,Adam,789,,7.9596615,59beb540b983cb378c0d3a715e965cc1468e6bc5487f00dd8b0a6cae1bb85728,True
2D,Rastrigin,Adam,1011,,7.9596615,2130b7ce6f4ab0f11f51cfa8ed388bb6e8bf7e9bd387e23ff9330634fe7876d6,True
2D,Rastrigin,Adam,1213,,7.9596615,ac22a2c701f09431d16e0a562cf7d381f73855e98b9d6307a954a00128d5af81,True
2D,Rastrigin,Adam,1415,,7.9596615,985c881a5cdd04e28cad5f7f90bf9345543e6cc2a0e1f21cf92c3092bcdb376d,True
2D,Rastrigin,Adam,1617,,7.9596615,143fab0e3cc436c4d14fff3c4cbda4e0416e9d5d88f6c8842c9a12e959772fce,True
2D,Rastrigin,Adam,1819,,7.9596615,6ca13406d118d4379d42deaa53fd30d7b803e3d1470c1233600c1c3b6201374a,True
2D,Rastrigin,Adam,2021,,7.9596615,24d174ff1164883f8d2f911f424b91cb16666fa467bb66bd4ed68dc2df32c4da,True
2D,Rastrigin,SAM_SGD,42,,7.9915886,1f41d927b5d5ca47924de3baf0bc21354fdcf1f73d57da15cfb25c832e60ee23,True
2D,Rastrigin,SAM_SGD,123,,7.9915886,707ed1d6f4038348f4933cf35202d0fd5f14c823a9b116cc0346e5857fc27d94,True
2D,Rastrigin,SAM_SGD,456,,7.9915886,07c16deddb29336e0b2cc2f59e8594c70fceacc7817411623d834a4d7722999b,True
2D,Rastrigin,SAM_SGD,789,,7.9915886,9a4fe0d98c659cd04038320b85d9c8e6bd110e558aefd40744b8b5b2ca9d8ff6,True
2D,Rastrigin,SAM_SGD,1011,,7.9915886,c86a38589dd664b14c90ccb229e9198aee85de53b53893a661988de5d4262711,True
2D,Rastrigin,SAM_SGD,1213,,7.9915886,0afb631f4cb7194934fce3a7cc2dcaa278a9671611a89490442224d972f6399e,True
2D,Rastrigin,SAM_SGD,1415,,7.9915886,ea3a618285a2c5036a1bbf2574dc00bf6abeb95259df35854191fb69ef538f61,True
2D,Rastrigin,SAM_SGD,1617,,7.9915886,ace86e052877645b684d1968f99ad2b30c658f33dba4855f98f9a3524898c891,True
2D,Rastrigin,SAM_SGD,1819,,7.9915886,3afdab5b0142d0e1bd0fd61b50acb1eb2e7184d0c481b5f94cb5e79fac4debb8,True
2D,Rastrigin,SAM_SGD,2021,,7.9915886,772884bc2c31e368256da9987aafccb1180c8d208f1807f66a96a9c53bb1b6ac,True
Robustness,Rosenbrock,SGD_start0,42,,2.780428171157837,9fd9d623f08d53d5653caf8ebf6e775defb8359060e5835257ba17965cd08a7a,True
Robustness,Rosenbrock,SGD_start1,42,,11.840588569641112,8c4dd067c4b89ba7e21ae6a1a3758b5d2383eaf53d899ab759a3181486bb7c56,True
Robustness,Rosenbrock,SGD_start2,42,,18.110727310180664,a8e1287c31ed96f981a133b58745dbf1b91b84a98dbbc275f51c9649d27e8afd,True
Robustness,Rosenbrock,SGD_start3,42,,4.150002479553223,0ccf463a78d538e2cd21945994834fd805849ae938de4d5aefbf529e345acffb,True
Robustness,Rosenbrock,SGD_start4,42,,9.041449546813965,c0278a4898d5b7a305d4b8839a4adcde24deb0c665a5bf178c80369d8c281070,True
Robustness,Rosenbrock,SGD_start5,42,,7.245743274688721,4c1d8f3d817894b80f8a027d5740460759c5fddd15ccf1170097c0f4aedc8263,True
Robustness,Rosenbrock,SGD_start6,42,,17.240400314331055,1e4908e602006f44fc5188046071f35536bc2a452cb4084d5d57380bbf03f2ae,True
Robustness,Rosenbrock,SGD_start7,42,,0.0,068570d80a935112da1e14b98b89230c3691fca3f17a1f61a4fbba0f34f06e56,True
Robustness,Rosenbrock,SGD_start8,42,,9.32607650756836,42793bbf8d7aa666762bd64bf0ffde79554cc339e1223acdae850a522e3da5a8,True
Robustness,Rosenbrock,SGD_start9,42,,3.51401686668396,16e9f8a26e9f0d7df70410253e3be6e1d00625a25cc81594e689bf70e9f5828f,True
Robustness,Rosenbrock,SGD_Momentum_start0,42,,337.47479248046875,29beb0d00dca4d17d93a5994d17cd6025b7874383b5cbf84bbf6a067eaf57a47,True
Robustness,Rosenbrock,SGD_Momentum_start1,42,,95.8613052368164,757773d971cc95970ab8350ddb62895d05869bd6c0bb316f7b65dff604a4d54e,True
Robustness,Rosenbrock,SGD_Momentum_start2,42,,1.4176344871520996,4e649e05231a743b1b425f23e8a20dde612bd018ad1d65fc4f29e88dfee2049a,True
Robustness,Rosenbrock,SGD_Momentum_start3,42,,217.53765869140625,fb38b04aa7353f0cb1dbdbc2f92772e4340ee9b7288cb8604227d4bcafa1441e,True
Robustness,Rosenbrock,SGD_Momentum_start4,42,,1103.9395751953125,4a65ab29e8abf1133e0b7a5c46b810749da2a491915aa2b873791d376fc9329b,True
Robustness,Rosenbrock,SGD_Momentum_start5,42,,36.43944549560547,70accede028789b5ea992f9b2df203b7448401ed3581ecb9fb87475ddd3e6eed,True
Robustness,Rosenbrock,SGD_Momentum_start6,42,,209.0802459716797,103f0a1bf89ce5bf8a5219fc7f3596e1926b0ab75d3bd742fd8847d08ac36e03,True
Robustness,Rosenbrock,SGD_Momentum_start7,42,,0.0,1b37a35023d057647b8549a8af1c277ad811d84100a1b2d4bba2973579443432,True
Robustness,Rosenbrock,SGD_Momentum_start8,42,,15.128637313842772,9c5d270cad7abd746239b4f2445b5b39cc190e568c803ceb207e8b54fd0b0e3e,True
Robustness,Rosenbrock,SGD_Momentum_start9,42,,413.8355102539063,86a3dcf793dbdfb91c0ce0a7ffb1869389af1cfe714f62a33625d1c3f4ff3ba0,True
Robustness,Rosenbrock,Adam_start0,42,,9.942597534973174e-05,7a173087f98d6d337becdd2300c74d221ab30ae083339de3e70852bc2cfc0a75,True
Robustness,Rosenbrock,Adam_start1,42,,9.858705016085878e-05,2bd8317fd7df8fda174ee2717529c332ebe32c70e46a6d01efea8f90c05a56cd,True
Robustness,Rosenbrock,Adam_start2,42,,9.824554581427948e-05,82a15e32694c8e611de6510019662bb0bcabab32c4e0d1d61f0f3bcfb72d8632,True
Robustness,Rosenbrock,Adam_start3,42,,9.836264507612212e-05,3a555f70635dba823605460cd501114277593675edb77f2a55208c2fd839ccb6,True
Robustness,Rosenbrock,Adam_start4,42,,9.876355034066364e-05,8e8d84c65cc129237ae12e6f5ef1cde56433c9aad8659dc4660cc50f6ec93898,True
Robustness,Rosenbrock,Adam_start5,42,,9.952658729162069e-05,0f80968fbc81383984b61d6732048b4a87075d1b5c9bc863c4606abe40d44327,True
Robustness,Rosenbrock,Adam_start6,42,,9.722967661218718e-05,8485fadf57131e7976ba88e616953afa2c109e233f1b4b0408d1bb6f5b34c6aa,True
Robustness,Rosenbrock,Adam_start7,42,,0.0,f8ff7114ca826053fc897a6fac726357576c0bef8a10ea8dccea6e1992aab3f8,True
Robustness,Rosenbrock,Adam_start8,42,,9.85797742032446e-05,07ab97260684097280ea0bbf2d58b842dd63a52d24def0c08b52e39afeee601d,True
Robustness,Rosenbrock,Adam_start9,42,,9.898183634504676e-05,240cf63ca13bafebfc26d5cf5677947ca99b1297e84bfd11c3d7676291efcad1,True
Robustness,Rosenbrock,SAM_SGD_start0,42,,1.517484188079834,a364b12705e9962f23be7c7f14c69bf770cbe3bfa2bab778321bf215e82b53fc,True
Robustness,Rosenbrock,SAM_SGD_start1,42,,12.151025772094728,651b3e02c37f2ab2473fd5eb9faf7b9988fbd0494f6ea787eb161fde75bd2fb0,True
Robustness,Rosenbrock,SAM_SGD_start2,42,,18.10161018371582,4dcc3a827d5c80f98e43e90a61300cfe640acca3dc07396ec00f965e209d2a8e,True
Robustness,Rosenbrock,SAM_SGD_start3,42,,4.228602886199951,17d6eb34a96d3f18a5bd015fa8e8f36cbb926654062deda470531efba457ee10,True
Robustness,Rosenbrock,SAM_SGD_start4,42,,8.757699966430664,b8b1317b35f160a91046747a984769b238fb9702b16433cd5ad08e2916ed97c1,True
Robustness,Rosenbrock,SAM_SGD_start5,42,,6.807610034942627,8b1678e79c25efbff67e978d34d5955f22395f460a7641741e9a9191a5a5c1c0,True
Robustness,Rosenbrock,SAM_SGD_start6,42,,17.29350471496582,def6cbdc0cad003f76542c25302e8d4de9958fba08bc789a755c5ee24ae5a489,True
Robustness,Rosenbrock,SAM_SGD_start7,42,,0.0,a0c7b1b85c00afc2022cb02603c56ac37636453479a036390a982d46c470dd6a,True
Robustness,Rosenbrock,SAM_SGD_start8,42,,6.4999542236328125,859d203ad20a632639bc7a7fe8d4a209534cdb9fe2b0289d393abe2ee8681851,True
Robustness,Rosenbrock,SAM_SGD_start9,42,,3.5983190536499023,3984e01ed85553b0cf98fa1528195ba1076b8fecf4be4d1ae7a93c3153d9e25f,True
Robustness,Rosenbrock,SAM_Adam_start0,42,,0.0027809687890112,da0f85f75100ad34a0116a2985815d9afe537efd85833ef479a618caf1448164,True
Robustness,Rosenbrock,SAM_Adam_start1,42,,0.0027808540035039,c95daa2884670ca2ce5d1d1d056a91aed6fb85b61837e4ebf7b1469dd1ebe001,True
Robustness,Rosenbrock,SAM_Adam_start2,42,,0.0160732809454202,0cd1fb81242c1dd5802b0339ee1df6107cbfb0cef1fa66d84370d6345f949de2,True
Robustness,Rosenbrock,SAM_Adam_start3,42,,0.0256984215229749,11517b01fdf98ae993a7756c996a4d1ac491f2f83efe671fbde267e9235fa976,True
Robustness,Rosenbrock,SAM_Adam_start4,42,,0.0051579102873802,47ee8661f694b8622a2662cca131947000ee220e16796f93b2cc14d5b02cfc87,True
Robustness,Rosenbrock,SAM_Adam_start5,42,,0.0061399433761835,b1fa49be6479b670c33284dfa0f4a8a66fe0065a7f8290e85e209ecf27ce4d3f,True
Robustness,Rosenbrock,SAM_Adam_start6,42,,0.0051258336752653,42ff95e1102fd3a8706c84039db67d86d7ceeede40717c5500aaeca7b2f95271,True
Robustness,Rosenbrock,SAM_Adam_start7,42,,0.0,d117d0a97396d5014012f8212f45eb6c721c37ec80349bb648447bde20d51528,True
Robustness,Rosenbrock,SAM_Adam_start8,42,,0.0051475116051733,6fd7caa014460e149ac1e6936c25d6930f821970109ae14bd47ae5655a02b765,True
Robustness,Rosenbrock,SAM_Adam_start9,42,,0.0182060748338699,81d95e5c1407c825c1867504d10b6cc7d9a7f006be1ac0d56af7e05c7ce86e3c,True
Robustness,Rosenbrock,SGD_start0,123,,2.780428171157837,1463d02eb0249a3852c04da66650be5d874c999ef149e6c2c390f8f60f01ba99,True
Robustness,Rosenbrock,SGD_start1,123,,11.840588569641112,cdd6cbd1e181a83af3997d3c2f36d6e5540ec5e23d3de8451ecca08d1a7c0632,True
Robustness,Rosenbrock,SGD_start2,123,,18.110727310180664,c1df988be3bebb629eae57e62b2fa99cd1c529c0a7c4cd4cacaefc63662be547,True
Robustness,Rosenbrock,SGD_start3,123,,4.150002479553223,737ced258b82c109fc9f50a36784c2f9fa0d2bdb867d65ddd511c0df56f33a56,True
Robustness,Rosenbrock,SGD_start4,123,,9.041449546813965,be1bb110e442f781d4abc7dad093b5fda36ce93e2df48b7a2236534fe6a78091,True
Robustness,Rosenbrock,SGD_start5,123,,7.245743274688721,befbdec6827b8f3a5088504a47efa6b03b1d78ada1782668fd3e620826455047,True
Robustness,Rosenbrock,SGD_start6,123,,17.240400314331055,88df95009d28a47f7053217e5d56e547bbeac45a4f80b670529122b2b798fb09,True
Robustness,Rosenbrock,SGD_start7,123,,0.0,29534aa20f0f68903f05da18095beb1094d41b7de6ff4199fa897541e8d195f4,True
Robustness,Rosenbrock,SGD_start8,123,,9.32607650756836,2b05e3ec7e3cf28e118747b785944a92c66f52eda9dafd96aec6294fd24b82e1,True
Robustness,Rosenbrock,SGD_start9,123,,3.51401686668396,6e48d7b09e78667b54f31f7568089a38a40b81e04f963b6289c7ea1f447826ca,True
Robustness,Rosenbrock,SGD_Momentum_start0,123,,337.47479248046875,7f8f82f6d02c91a0e27c6c445e3acf9528eb0d15770304faff331edc0bdf1ba5,True
Robustness,Rosenbrock,SGD_Momentum_start1,123,,95.8613052368164,71678e35b927770a364620454423595530ef10987feeba931aab3b3639af455b,True
Robustness,Rosenbrock,SGD_Momentum_start2,123,,1.4176344871520996,7e105127b52e2d9cca8beeab08b3e05bf09760c4e5bfb7146bb843964edfe838,True
Robustness,Rosenbrock,SGD_Momentum_start3,123,,217.53765869140625,fead8907c11d18485afee7d1275abef4d0ee3aca08f754d8b87912abec53fe86,True
Robustness,Rosenbrock,SGD_Momentum_start4,123,,1103.9395751953125,9d025faa9797d5135a20abc944869c199493da1dacba8a722fc65c88db0ceca2,True
Robustness,Rosenbrock,SGD_Momentum_start5,123,,36.43944549560547,c1fa66a46721cc9ee3c3b0c5fb76746e742f55ea15b0f1874fb651daacc82da7,True
Robustness,Rosenbrock,SGD_Momentum_start6,123,,209.0802459716797,f6ba66f245f0ac2d3f713abb1844205329cf4f25e9146c8d034b85d9db9372d6,True
Robustness,Rosenbrock,SGD_Momentum_start7,123,,0.0,cc2034de9067e775de8493152c342e4cb60dfc286c96a1d6d449283be38459e7,True
Robustness,Rosenbrock,SGD_Momentum_start8,123,,15.128637313842772,64038816ede82a433e282002eca1e9c2ba6e6c1fde9f4b10d330fba109529442,True
Robustness,Rosenbrock,SGD_Momentum_start9,123,,413.8355102539063,5f53f4f03e043b4288e2f95caff7318095ad2a876c433c12fbf3ca9959bb3a2e,True
Robustness,Rosenbrock,Adam_start0,123,,9.942597534973174e-05,b2fffc53e59f4cdf7614c64dae78c11ccd756c2e6840ac7bcd2a54016dea0ad2,True
Robustness,Rosenbrock,Adam_start1,123,,9.858705016085878e-05,fd926a8eb342f5eb596febb6c9d57f8d24fd28746b2140b38b635cf3020a881b,True
Robustness,Rosenbrock,Adam_start2,123,,9.824554581427948e-05,406d59b44aed548ec110d6808b8ec35f9e4701c7b0fa7de306e272cd8cda6e5d,True
Robustness,Rosenbrock,Adam_start3,123,,9.836264507612212e-05,db724eddae8230ef2cb6eb3fdedcd0473cd9fbd4bb867127fc638e248d462c9c,True
Robustness,Rosenbrock,Adam_start4,123,,9.876355034066364e-05,f4631fbf1840c03e48950bd224e8de728dcbbcfc397314d489562d3303f02954,True
Robustness,Rosenbrock,Adam_start5,123,,9.952658729162069e-05,b2341b104f3512f2a77001d9e344d1067fc8a5ee07f511742fd40d3e245dc8f0,True
Robustness,Rosenbrock,Adam_start6,123,,9.722967661218718e-05,6ba8d07b69751854fabccc0e1d9bd30a6d39067bbbc88ffbe150e50df230cde0,True
Robustness,Rosenbrock,Adam_start7,123,,0.0,621bbbc13dd64850bd0268d04ac2c046ee5097486cf9339398c49fca69871977,True
Robustness,Rosenbrock,Adam_start8,123,,9.85797742032446e-05,2cb452a7352f39dfb4fe8f872a111c024a697ffecaaf499e4d5d72d7b737de0a,True
Robustness,Rosenbrock,Adam_start9,123,,9.898183634504676e-05,c8c10310c61988f7acf2a34da952a6e0fe9646a17fd33a68c1403c6881a6c035,True
Robustness,Rosenbrock,SAM_SGD_start0,123,,1.517484188079834,3eaf71987ae48e69e4e592d9e73a7fa87f70d36ae218d5120f9344b3582b2bac,True
Robustness,Rosenbrock,SAM_SGD_start1,123,,12.151025772094728,9f8eebed27722a305e157971a64ade76ff5ef65fc24bc3537b8f113ff8bbf9f5,True
Robustness,Rosenbrock,SAM_SGD_start2,123,,18.10161018371582,9a231409e686f0659f255c35fe5a9df9570b7d794bf5c5a0347043071220a68a,True
Robustness,Rosenbrock,SAM_SGD_start3,123,,4.228602886199951,9bd734edc88eb91f75bca300e00f76dd2dd76745e8318dd1bd874720635e8e7e,True
Robustness,Rosenbrock,SAM_SGD_start4,123,,8.757699966430664,41c63b9e294627eea5b577162e3db4182794f670c8a6a7ba883ca042906adc9e,True
Robustness,Rosenbrock,SAM_SGD_start5,123,,6.807610034942627,bcd8dfab376aae957c92bb0f94bccd6347148a95e1b14a7b8e32d17348b49831,True
Robustness,Rosenbrock,SAM_SGD_start6,123,,17.29350471496582,74dc12f2519723b60f17e56b4eb0444f17bb22b1a616b2f2f5a562033b7bb5ce,True
Robustness,Rosenbrock,SAM_SGD_start7,123,,0.0,4873b30f77745ea5f7302501895f1db26960d2ff949a2fdf89a9178278e201c7,True
Robustness,Rosenbrock,SAM_SGD_start8,123,,6.4999542236328125,ddc2c7a1fea6a72058b83ebbd6e12bd261570a9e3906225f8ad2f11950ad5b20,True
Robustness,Rosenbrock,SAM_SGD_start9,123,,3.5983190536499023,2faf9b07d6aafb0b9bd49acbb5a59ee1e32edfa9945172be6b76c2a0e3e1f9db,True
Robustness,Rosenbrock,SAM_Adam_start0,123,,0.0027809687890112,a9585df58ef9c7e4bb4f00f54c02f639de2ffa99d941ee39b922adf577349fda,True
Robustness,Rosenbrock,SAM_Adam_start1,123,,0.0027808540035039,58abc83a5fe8a70763056586dec14a2d6e09c14b4bb4bbfaff93f339d34628db,True
Robustness,Rosenbrock,SAM_Adam_start2,123,,0.0160732809454202,66e19c1609b7acdfc6110a7aacd9f84f46ea00beea5690cb329b0f241480bb4a,True
Robustness,Rosenbrock,SAM_Adam_start3,123,,0.0256984215229749,7b2cbe994de665fd32206ac54e0e368d62d5b334ef2ad390e90e8cbc40447227,True
Robustness,Rosenbrock,SAM_Adam_start4,123,,0.0051579102873802,8e8166eb2f854f0bf77de172cd45f2ef95e5308086bbb74e78d85ed8b03a6449,True
Robustness,Rosenbrock,SAM_Adam_start5,123,,0.0061399433761835,a6dd29a7beec55b228b999e73b85150b1d09309413f5fe6ac157d715e40e6d11,True
Robustness,Rosenbrock,SAM_Adam_start6,123,,0.0051258336752653,15f6a6d3b2bd95495f4d755de84c1f98b8f1177425f3859ca98c073b1c6b88a2,True
Robustness,Rosenbrock,SAM_Adam_start7,123,,0.0,0f46d74b5c88997f3100a1f4eba38e870282cca08cc877d6858ef6c5152f279b,True
Robustness,Rosenbrock,SAM_Adam_start8,123,,0.0051475116051733,242ba4d0661ea8b41e29d7902ae96ba7f2f5e84ca40d99141f64527bd2af4352,True
Robustness,Rosenbrock,SAM_Adam_start9,123,,0.0182060748338699,ab21d2a24b066134a038ab84c5e86f625da3d2299ae44d9af88beb2da262b840,True
Robustness,Rosenbrock,SGD_start0,456,,2.780428171157837,4d035e5a14b49ba8fc953a4b2cd10eec64a4a0a1e377021c32bd292cbb8e6dea,True
Robustness,Rosenbrock,SGD_start1,456,,11.840588569641112,509e328c1f8d0e0bf28ddab2fa43b9fc048574b70c2576ff9861cdc8ca4b1a37,True
Robustness,Rosenbrock,SGD_start2,456,,18.110727310180664,4a876a64914c6f161683d74740841213b53bf7e348607254bf91e671a9c9c192,True
Robustness,Rosenbrock,SGD_start3,456,,4.150002479553223,d6f59e318961159a7281c89d8fd7fff33fe4a2e05ff81ec08c126e1fe8775db0,True
Robustness,Rosenbrock,SGD_start4,456,,9.041449546813965,7a8602f65460c85118eaa890407f05b100a49c8aacfbc308aedd525c81c3c3f9,True
Robustness,Rosenbrock,SGD_start5,456,,7.245743274688721,21ad47a54b335d477cc4df68b8c50a4d3e10ede23edad5d604214f8d2c338324,True
Robustness,Rosenbrock,SGD_start6,456,,17.240400314331055,4c1e1af4c648cc8e374d6906ce4061c0caa9ea4967b7c222c3313d143857b43b,True
Robustness,Rosenbrock,SGD_start7,456,,0.0,9dd753a0dc82fecb1d1831bb1cbd3b4ddeb01e67f3071df1c52dda223069ecb7,True
Robustness,Rosenbrock,SGD_start8,456,,9.32607650756836,bc8e91568fde31a8137853a97eaa356b2f1ccb9a78bdc78999feb269c44cbe7a,True
Robustness,Rosenbrock,SGD_start9,456,,3.51401686668396,5f82d89a7fed195f7c40bb3283f71e85cde461718291cc1d0b1f377ada58c9b2,True
Robustness,Rosenbrock,SGD_Momentum_start0,456,,337.47479248046875,dc97d0cbbe2bd88e5655dff632605bee7c55f13bdaf548c74b24f1b2a6670071,True
Robustness,Rosenbrock,SGD_Momentum_start1,456,,95.8613052368164,d8fe6739233d9dc278b1a71b7eb250970e9e7d1a8134b1e5b95c44976650298a,True
Robustness,Rosenbrock,SGD_Momentum_start2,456,,1.4176344871520996,687e7efceb80a2b7866f82a349886da461577c1d556cb175b815d23ed8835388,True
Robustness,Rosenbrock,SGD_Momentum_start3,456,,217.53765869140625,c9e21b850f7f48b5c9061ecf8987f9afb9d4bde1d3fc436008337e27fa300f2f,True
Robustness,Rosenbrock,SGD_Momentum_start4,456,,1103.9395751953125,6589010bc9eaf5ab8f46d59be24d2fa73c3c27e27086d979332de969de8ca410,True
Robustness,Rosenbrock,SGD_Momentum_start5,456,,36.43944549560547,5abba23e8fbe3781015ce7c4409f0ed7093fc428a9728090596f22936a9ba7ed,True
Robustness,Rosenbrock,SGD_Momentum_start6,456,,209.0802459716797,b53addfd11dd14287377eb4be22eb958f9766905835ad9defe5d6639a5086d10,True
Robustness,Rosenbrock,SGD_Momentum_start7,456,,0.0,65527c86f6baa6e6bb9edb29d76dff1d246c339649d81972ef7e9b779ab14792,True
Robustness,Rosenbrock,SGD_Momentum_start8,456,,15.128637313842772,708469093e37fdc3aa7f41ea7f254ac439d9203284bd1e88b2a10c8ae2720c3f,True
Robustness,Rosenbrock,SGD_Momentum_start9,456,,413.8355102539063,fe59db66c6babb19db3efd4e1e78c9742732e8a9a1f8cc6a09f6108c3be44a52,True
Robustness,Rosenbrock,Adam_start0,456,,9.942597534973174e-05,66b0f577da017433200ef107cd67136518445482bffb3d03112cc7203e324036,True
Robustness,Rosenbrock,Adam_start1,456,,9.858705016085878e-05,ef08435fd5f6bc5cb4f978017a963b8163247e7b34438f4a86af91e1d61654ec,True
